"transaction_id","merchant_id","customer_id","customer_age","amount","transaction_amount_clean","location","purchase_category","transaction_time","transaction_year","transaction_month","transaction_day","transaction_hour","transaction_minute","transaction_second","is_fraudulent","card_type_MasterCard","card_type_Rupay","card_type_Visa","fraud_type_Identity theft","fraud_type_Malware","fraud_type_Payment card fraud","fraud_type_phishing","fraud_type_scam"
204,2018,426879,27,6120.1965,6120.1965,"Kolkata","POS","12/07/2023 23:13",2023,12,7,23,13,0,0,1,0,0,0,0,1,0,0
205,2035,800623,46,5004.708,5004.708,"Chennai","Digital","12/09/2023 22:32",2023,12,9,22,32,0,1,0,1,0,0,0,0,0,0
206,2028,271588,33,9112.4,9112.4,"Ahmedabad","Digital","10/19/2023 21:58",2023,10,19,21,58,0,0,0,0,1,0,1,0,0,0
207,2059,554435,53,8819.352,8819.352,"Delhi","Digital","03/14/2024 08:20",2024,3,14,8,20,0,0,0,1,0,0,0,1,0,0
208,2081,571925,37,13868.244,13868.244,"Surat","Digital","11/04/2023 00:50",2023,11,4,0,50,0,0,1,0,0,0,0,0,1,0
209,2001,798689,62,159.76,159.76,"Kolkata","Digital","11/07/2023 09:42",2023,11,7,9,42,0,1,1,0,0,0,1,0,0,0
210,2000,184365,54,4609.803,4609.803,"Chennai","Digital","10/18/2023 07:02",2023,10,18,7,2,0,0,1,0,0,0,0,0,0,1
211,2046,975096,39,7259.055,7259.055,"Ahmedabad","","09/07/2023 03:04",2023,9,7,3,4,0,1,0,0,0,0,0,0,0,0
212,2068,715145,24,240.96,240.96,"Ahmedabad","Digital","10/05/2023 11:12",2023,10,5,11,12,0,1,0,1,0,1,0,0,0,0
213,2019,524892,40,4347.981,4347.981,"Pune","Digital","09/29/2023 02:46",2023,9,29,2,46,0,0,0,0,1,0,0,0,0,0
214,2010,159754,58,7614.88,7614.88,"Mumbai","","01/23/2024 20:14",2024,1,23,20,14,0,0,0,0,1,0,1,0,0,0
215,2001,791161,57,1414.24,1414.24,"Pune","POS","11/19/2023 13:43",2023,11,19,13,43,0,1,1,0,0,0,1,0,0,0
216,2066,836425,46,5913.974,5913.974,"Chennai","Digital","10/09/2023 06:19",2023,10,9,6,19,0,0,0,0,1,0,0,0,0,0
217,2086,910349,33,2629.512,2629.512,"Hyderabad","Digital","12/22/2023 17:48",2023,12,22,17,48,0,0,1,0,0,0,0,0,1,0
218,2011,682781,55,6038.086,6038.086,"Jaipur","POS","11/23/2023 06:11",2023,11,23,6,11,0,0,1,0,0,1,0,0,0,0
219,2019,458964,45,4409.91,4409.91,"","Digital","11/08/2023 01:09",2023,11,8,1,9,0,1,0,0,1,0,1,0,0,0
220,2004,602761,65,6038.086,6038.086,"Pune","","10/26/2023 04:19",2023,10,26,4,19,0,0,1,0,0,0,0,1,0,0
221,2036,488917,55,8025.29,8025.29,"Ahmedabad","Digital","10/27/2023 14:15",2023,10,27,14,15,0,1,0,0,1,0,0,0,1,0
223,2093,906307,31,7356.225,7356.225,"Surat","Digital","02/02/2024 23:42",2024,2,2,23,42,0,0,0,0,1,1,0,0,0,0
224,2008,766461,50,1370.256,1370.256,"Kolkata","Digital","09/13/2023 16:20",2023,9,13,16,20,0,0,0,0,0,0,0,1,0,0
225,2097,853825,26,5502.2,5502.2,"Surat","Digital","09/06/2023 22:28",2023,9,6,22,28,0,0,0,0,1,0,1,0,0,0
226,2052,183701,44,4571.05,4571.05,"Jaipur","","12/25/2023 20:43",2023,12,25,20,43,0,0,1,0,0,0,0,0,0,0
227,2043,554435,41,9296.485,9296.485,"Delhi","POS","11/15/2023 06:08",2023,11,15,6,8,0,0,1,0,0,0,0,1,0,0
228,2098,253440,30,1538.88,1538.88,"Pune","Digital","02/07/2024 23:49",2024,2,7,23,49,0,1,1,0,0,0,0,0,0,0
230,2023,169917,46,1697.278,1697.278,"Chennai","Digital","01/03/2024 07:13",2024,1,3,7,13,0,1,0,1,0,1,0,0,0,0
231,2080,607905,68,3280.53,3280.53,"Chennai","POS","10/24/2023 14:52",2023,10,24,14,52,0,0,1,0,0,0,0,0,0,1
232,2073,719379,66,8864.04,8864.04,"Delhi","Digital","01/23/2024 06:39",2024,1,23,6,39,0,0,1,0,0,0,0,1,0,0
233,2047,310462,60,5743.656,5743.656,"Kolkata","Digital","02/29/2024 20:09",2024,2,29,20,9,0,0,0,0,1,0,1,0,0,0
234,2058,813415,45,6822.162,6822.162,"Pune","Digital","01/25/2024 05:24",2024,1,25,5,24,0,0,1,0,0,0,0,1,0,0
235,2086,175971,45,4770.048,4770.048,"Jaipur","","09/01/2023 17:41",2023,9,1,17,41,0,1,1,0,0,0,0,0,1,0
237,2080,635197,40,7860.91,7860.91,"Surat","Digital","11/12/2023 11:28",2023,11,12,11,28,0,0,1,0,0,0,1,0,0,0
239,2013,918144,22,9555.58,9555.58,"Mumbai","Digital","09/29/2023 10:51",2023,9,29,10,51,0,0,0,1,0,0,0,0,0,1
240,2008,759403,59,14183.442,14183.442,"Surat","Digital","03/19/2024 23:24",2024,3,19,23,24,0,1,1,0,0,0,1,0,0,0
241,2039,639470,24,4782.45,4782.45,"Delhi","POS","09/16/2023 05:50",2023,9,16,5,50,0,1,1,0,0,1,0,0,0,0
242,2065,883348,59,6896.94,6896.94,"Chennai","POS","10/02/2023 13:17",2023,10,2,13,17,0,0,1,0,0,1,0,0,0,0
603,2024,474567,53,7927.47,7927.47,"Chennai","POS","11/22/2023 00:52",2023,11,22,0,52,0,0,0,1,0,0,0,0,0,1
244,2072,237102,58,4263.5505,4263.5505,"","Digital","11/03/2023 23:06",2023,11,3,23,6,0,1,0,1,0,1,0,0,0,0
245,2021,582905,44,8416.67,8416.67,"Surat","Digital","01/16/2024 20:01",2024,1,16,20,1,0,0,0,0,1,0,0,0,0,1
246,2003,451009,43,432.34,432.34,"Bangalore","POS","03/26/2024 18:17",2024,3,26,18,17,0,0,0,0,0,0,0,0,1,0
247,2025,850657,19,9924.783,9924.783,"Jaipur","Digital","12/21/2023 06:15",2023,12,21,6,15,0,1,1,0,0,1,0,0,0,0
248,2057,382504,42,5105.87,5105.87,"Hyderabad","POS","12/14/2023 22:31",2023,12,14,22,31,0,1,1,0,0,0,0,1,0,0
249,2028,670262,26,7029.165,7029.165,"Kolkata","POS","11/14/2023 11:10",2023,11,14,11,10,0,1,0,1,0,0,1,0,0,0
250,2097,872761,44,6610.57,6610.57,"Kolkata","POS","09/06/2023 16:03",2023,9,6,16,3,0,0,1,0,0,0,1,0,0,0
252,2036,177561,40,10535.019,10535.019,"Delhi","Digital","09/09/2023 04:42",2023,9,9,4,42,0,1,0,1,0,0,0,0,0,0
253,2074,780072,27,11085.552,11085.552,"Delhi","POS","02/12/2024 03:18",2024,2,12,3,18,0,1,0,1,0,0,0,0,1,0
254,2069,950908,59,784.509,784.509,"Hyderabad","","10/21/2023 09:12",2023,10,21,9,12,0,1,0,1,0,0,0,1,0,0
255,2047,872021,69,8593.464,8593.464,"Jaipur","","12/08/2023 00:26",2023,12,8,0,26,0,1,0,1,0,0,0,1,0,0
256,2047,847573,42,1544.18,1544.18,"Pune","Digital","03/05/2024 21:15",2024,3,5,21,15,0,1,0,0,1,1,0,0,0,0
257,2041,251086,20,7387.47,7387.47,"Jaipur","POS","03/22/2024 06:16",2024,3,22,6,16,0,0,0,1,0,0,1,0,0,0
258,2099,883031,23,5146.61,5146.61,"Pune","Digital","02/10/2024 06:00",2024,2,10,6,0,0,0,0,1,0,0,0,0,0,0
259,2040,383532,23,8181.924,8181.924,"Hyderabad","Digital","01/24/2024 08:34",2024,1,24,8,34,0,0,1,0,0,0,1,0,0,0
260,2037,287660,43,464.65,464.65,"","Digital","11/04/2023 10:02",2023,11,4,10,2,0,1,1,0,0,0,0,0,0,0
261,2033,471951,35,983.048,983.048,"Bangalore","Digital","01/09/2024 22:02",2024,1,9,22,2,0,0,1,0,0,0,0,0,1,0
262,2016,612586,40,6038.086,6038.086,"Ahmedabad","POS","01/18/2024 18:22",2024,1,18,18,22,0,0,0,0,1,1,0,0,0,0
603,2036,668386,19,843.964,843.964,"Jaipur","Digital","02/13/2024 10:14",2024,2,13,10,14,0,1,0,1,0,0,0,1,0,0
264,2024,291276,29,834.9,834.9,"","Digital","09/09/2023 18:41",2023,9,9,18,41,0,0,0,0,0,0,0,0,1,0
265,2075,650772,43,170.48,170.48,"Chennai","POS","11/13/2023 09:12",2023,11,13,9,12,0,1,0,0,1,0,0,0,1,0
266,2086,617700,54,9567.19,9567.19,"Bangalore","POS","11/19/2023 17:24",2023,11,19,17,24,0,0,0,1,0,0,1,0,0,0
267,2085,539639,37,8865.852,8865.852,"Jaipur","Digital","11/13/2023 13:02",2023,11,13,13,2,0,0,0,0,0,0,0,1,0,0
603,2084,724388,56,4277.82,4277.82,"Pune","POS","12/12/2023 06:44",2023,12,12,6,44,0,0,0,0,1,0,0,0,0,1
269,2026,874415,41,3000.53,3000.53,"","Digital","02/23/2024 13:19",2024,2,23,13,19,0,0,0,1,0,0,0,0,0,1
270,2056,306084,65,3529.55,3529.55,"Hyderabad","Digital","03/23/2024 08:28",2024,3,23,8,28,0,0,0,0,1,1,0,0,0,0
272,2005,685850,18,6038.086,6038.086,"Surat","POS","03/22/2024 12:46",2024,3,22,12,46,0,0,0,1,0,0,0,0,1,0
274,2039,550895,34,2138.868,2138.868,"Mumbai","POS","11/15/2023 06:51",2023,11,15,6,51,0,0,0,1,0,1,0,0,0,0
275,2097,914903,18,1697.916,1697.916,"Chennai","Digital","12/25/2023 04:36",2023,12,25,4,36,0,0,0,1,0,0,0,0,0,0
276,2011,554435,69,7944.012,7944.012,"Surat","Digital","02/29/2024 15:35",2024,2,29,15,35,0,0,1,0,0,0,0,1,0,0
277,2047,554435,62,12631.5915,12631.5915,"Bangalore","POS","02/19/2024 03:42",2024,2,19,3,42,0,1,0,1,0,1,0,0,0,0
278,2070,289156,47,2687.21,2687.21,"Pune","Digital","03/08/2024 14:42",2024,3,8,14,42,0,0,0,1,0,0,0,0,1,0
603,2009,671432,58,284.24,284.24,"Jaipur","POS","11/27/2023 16:56",2023,11,27,16,56,0,0,0,1,0,0,1,0,0,0
280,2044,556350,64,867.61,867.61,"","POS","10/15/2023 16:42",2023,10,15,16,42,0,1,0,0,1,0,1,0,0,0
603,2047,436249,20,17424.378,16304.141875,"Chennai","POS","01/24/2024 03:11",2024,1,24,3,11,0,1,0,0,1,0,0,0,1,0
282,2025,974385,63,3587.616,3587.616,"Mumbai","Digital","11/14/2023 20:21",2023,11,14,20,21,0,0,0,0,1,0,0,1,0,0
283,2084,325373,28,7703.77,7703.77,"Delhi","Digital","12/15/2023 10:46",2023,12,15,10,46,0,1,0,1,0,0,0,1,0,0
284,2091,756791,41,6265.4,6265.4,"Ahmedabad","Digital","12/08/2023 08:15",2023,12,8,8,15,0,0,1,0,0,0,0,0,0,1
286,2045,429838,61,2096.59,2096.59,"Surat","Digital","11/23/2023 08:49",2023,11,23,8,49,0,1,1,0,0,0,0,0,1,0
603,2063,618535,62,1383.569,1383.569,"Mumbai","","09/17/2023 12:29",2023,9,17,12,29,0,0,0,1,0,0,0,0,0,1
288,2001,900633,43,6786.318,6786.318,"Pune","Digital","01/03/2024 17:32",2024,1,3,17,32,0,0,0,0,1,0,1,0,0,0
289,2053,229925,30,8533.371,8533.371,"Jaipur","Digital","03/28/2024 18:17",2024,3,28,18,17,0,0,0,1,0,0,1,0,0,0
290,2064,420910,18,7748.22,7748.22,"Bangalore","","10/30/2023 18:40",2023,10,30,18,40,0,0,1,0,0,0,0,1,0,0
291,2050,547137,41,8788.7415,8788.7415,"Delhi","Digital","02/06/2024 01:17",2024,2,6,1,17,0,1,0,0,1,0,0,0,1,0
292,2052,552098,43,6038.086,6038.086,"","Digital","10/04/2023 17:05",2023,10,4,17,5,0,1,0,0,1,0,1,0,0,0
293,2035,209579,52,10655.106,10655.106,"","POS","03/25/2024 19:09",2024,3,25,19,9,0,0,0,0,1,0,0,1,0,0
294,2025,939618,41,11995.815,11995.815,"Hyderabad","","10/20/2023 01:44",2023,10,20,1,44,0,0,0,0,1,0,1,0,0,0
295,2028,523952,45,2963.58,2963.58,"Mumbai","Digital","03/17/2024 17:18",2024,3,17,17,18,0,0,1,0,0,0,0,0,1,0
296,2020,516408,53,17641.26,16304.141875,"Mumbai","Digital","04/01/2024 03:05",2024,4,1,3,5,0,0,0,0,0,0,0,0,0,1
297,2010,998799,33,6038.72,6038.72,"Kolkata","POS","02/03/2024 10:57",2024,2,3,10,57,0,1,0,1,0,0,0,0,0,1
298,2039,704385,57,5845.11,5845.11,"","Digital","01/04/2024 10:49",2024,1,4,10,49,0,0,0,0,1,0,0,1,0,0
299,2010,840028,33,8242.663,8242.663,"Kolkata","Digital","12/03/2023 10:05",2023,12,3,10,5,0,0,1,0,0,0,0,0,0,0
603,2035,629767,34,9752.532,9752.532,"Kolkata","","03/11/2024 16:02",2024,3,11,16,2,0,1,0,0,1,0,0,1,0,0
301,2058,344685,68,7240.156,7240.156,"Jaipur","Digital","09/07/2023 10:42",2023,9,7,10,42,0,0,1,0,0,0,0,1,0,0
303,2098,660326,33,3415.76,3415.76,"Kolkata","Digital","12/20/2023 20:52",2023,12,20,20,52,0,0,0,1,0,0,0,1,0,0
304,2053,511081,32,9284.43,9284.43,"Mumbai","Digital","01/21/2024 06:15",2024,1,21,6,15,0,0,0,0,1,0,0,1,0,0
305,2097,765372,51,3427.395,3427.395,"Surat","POS","10/21/2023 05:20",2023,10,21,5,20,0,0,0,0,1,0,0,0,0,1
306,2054,464505,28,6192.549,6192.549,"Surat","POS","11/07/2023 00:30",2023,11,7,0,30,0,0,0,0,1,0,0,0,0,1
603,2023,867637,43,5218.992,5218.992,"Hyderabad","Digital","12/01/2023 06:58",2023,12,1,6,58,0,0,0,1,0,0,1,0,0,0
308,2021,554435,32,6633.12,6633.12,"Surat","Digital","02/25/2024 00:15",2024,2,25,0,15,0,0,0,1,0,0,0,0,1,0
309,2068,847283,43,7378.5,7378.5,"Hyderabad","POS","02/03/2024 12:56",2024,2,3,12,56,0,0,1,0,0,0,0,0,1,0
310,2055,889005,68,9433.6,9433.6,"Surat","Digital","11/24/2023 14:26",2023,11,24,14,26,0,0,1,0,0,0,0,1,0,0
311,2032,175944,21,4400.802,4400.802,"Ahmedabad","Digital","01/14/2024 00:11",2024,1,14,0,11,0,0,1,0,0,0,0,1,0,0
313,2047,131702,43,2417.796,2417.796,"Chennai","Digital","02/23/2024 08:29",2024,2,23,8,29,0,0,0,1,0,0,1,0,0,0
314,2082,781646,52,8874.9,8874.9,"Delhi","POS","12/30/2023 07:02",2023,12,30,7,2,0,0,0,1,0,0,0,1,0,0
315,2098,781022,30,6475.82,6475.82,"Delhi","POS","02/18/2024 07:25",2024,2,18,7,25,0,1,1,0,0,1,0,0,0,0
603,2047,279243,27,3473.724,3473.724,"Delhi","Digital","01/26/2024 09:27",2024,1,26,9,27,0,0,0,1,0,0,0,0,0,1
317,2061,474513,28,12253.005,12253.005,"Pune","Digital","09/09/2023 01:26",2023,9,9,1,26,0,0,0,0,0,1,0,0,0,0
318,2097,622573,35,9482.693,9482.693,"Jaipur","Digital","02/16/2024 12:56",2024,2,16,12,56,0,0,1,0,0,0,0,1,0,0
319,2072,197948,51,12709.23,12709.23,"Bangalore","Digital","01/05/2024 05:57",2024,1,5,5,57,0,0,0,0,1,0,0,1,0,0
320,2025,534065,56,9193.32,9193.32,"Jaipur","Digital","09/21/2023 22:56",2023,9,21,22,56,0,0,0,0,1,0,0,0,0,0
603,2065,213262,58,3071.76,3071.76,"Hyderabad","Digital","02/05/2024 16:44",2024,2,5,16,44,0,1,0,0,1,0,0,0,1,0
322,2072,954928,43,8318.937,8318.937,"Jaipur","POS","11/25/2023 07:57",2023,11,25,7,57,0,1,1,0,0,0,0,1,0,0
323,2072,768567,67,6038.086,6038.086,"Surat","Digital","03/26/2024 02:43",2024,3,26,2,43,0,0,0,0,1,0,0,0,1,0
324,2039,437589,27,8427.89,8427.89,"Hyderabad","Digital","01/08/2024 10:45",2024,1,8,10,45,0,0,0,0,1,1,0,0,0,0
325,2016,665052,24,7298.48,7298.48,"Jaipur","POS","01/30/2024 14:45",2024,1,30,14,45,0,0,0,0,1,0,0,0,1,0
326,2000,554435,56,7775.65,7775.65,"Jaipur","POS","12/06/2023 16:18",2023,12,6,16,18,0,0,0,1,0,0,0,0,0,1
327,2088,155159,43,6578.81,6578.81,"Kolkata","Digital","11/25/2023 06:00",2023,11,25,6,0,0,1,0,0,0,0,1,0,0,0
328,2060,611094,29,1815.42,1815.42,"Ahmedabad","Digital","01/23/2024 07:18",2024,1,23,7,18,0,0,0,0,1,0,0,0,1,0
329,2042,280217,24,6038.086,6038.086,"","Digital","04/01/2024 06:30",2024,4,1,6,30,0,0,0,0,0,0,0,1,0,0
331,2024,733695,43,15472.0665,15472.0665,"Bangalore","Digital","03/31/2024 23:42",2024,3,31,23,42,0,0,0,1,0,0,0,1,0,0
332,2038,785614,50,527.538,527.538,"Delhi","POS","09/28/2023 12:55",2023,9,28,12,55,0,0,0,0,1,0,0,0,0,0
333,2034,173749,54,2027.892,2027.892,"Mumbai","Digital","11/13/2023 20:38",2023,11,13,20,38,0,1,0,0,0,0,0,0,0,1
334,2002,629068,65,2041.05,2041.05,"Chennai","Digital","01/05/2024 03:59",2024,1,5,3,59,0,0,0,0,0,1,0,0,0,0
335,2043,584505,32,7273.5,7273.5,"Jaipur","Digital","12/23/2023 16:30",2023,12,23,16,30,0,0,0,1,0,0,0,0,0,1
336,2050,361618,19,14736.528,14736.528,"","Digital","03/30/2024 00:15",2024,3,30,0,15,0,0,0,0,0,1,0,0,0,0
337,2093,940048,43,2391.884,2391.884,"Surat","","12/11/2023 21:50",2023,12,11,21,50,0,1,0,1,0,0,1,0,0,0
603,2097,853832,24,5083.23,5083.23,"Chennai","POS","03/09/2024 15:44",2024,3,9,15,44,0,0,0,1,0,0,0,0,0,1
339,2011,415965,49,10098,10098,"Ahmedabad","Digital","09/03/2023 21:58",2023,9,3,21,58,0,0,0,0,0,0,1,0,0,0
340,2018,892523,21,8809.656,8809.656,"Delhi","Digital","02/25/2024 07:24",2024,2,25,7,24,0,0,0,0,1,1,0,0,0,0
341,2043,632037,37,5445.26,5445.26,"Kolkata","Digital","10/28/2023 10:59",2023,10,28,10,59,0,0,1,0,0,0,0,1,0,0
342,2058,554435,67,7108.752,7108.752,"Delhi","Digital","02/08/2024 12:53",2024,2,8,12,53,0,0,1,0,0,0,0,0,1,0
343,2048,466853,53,5108.19,5108.19,"Ahmedabad","Digital","09/25/2023 12:58",2023,9,25,12,58,0,1,0,0,1,0,0,0,0,0
344,2060,644971,49,3010.61,3010.61,"","","03/14/2024 20:45",2024,3,14,20,45,0,0,0,1,0,0,0,0,0,1
345,2016,649491,45,5671.97,5671.97,"Jaipur","Digital","01/15/2024 07:17",2024,1,15,7,17,0,0,0,0,1,0,0,1,0,0
346,2073,605826,30,6904.41,6904.41,"Delhi","Digital","11/28/2023 09:15",2023,11,28,9,15,0,1,0,0,1,0,0,0,1,0
347,2056,315395,18,8739.56,8739.56,"Kolkata","Digital","02/10/2024 13:48",2024,2,10,13,48,0,1,1,0,0,1,0,0,0,0
603,2054,387389,52,7657.32,7657.32,"Pune","Digital","11/08/2023 09:17",2023,11,8,9,17,0,1,0,0,1,0,0,0,1,0
349,2046,134648,65,13721.688,13721.688,"Ahmedabad","Digital","01/27/2024 02:42",2024,1,27,2,42,0,0,0,1,0,0,1,0,0,0
350,2011,501079,47,2464.065,2464.065,"Kolkata","Digital","03/03/2024 23:57",2024,3,3,23,57,0,1,1,0,0,0,0,1,0,0
351,2061,673149,53,5571,5571,"Hyderabad","Digital","11/05/2023 19:01",2023,11,5,19,1,0,0,0,1,0,0,0,0,0,0
352,2079,359268,42,157.135,157.135,"Delhi","POS","09/24/2023 13:14",2023,9,24,13,14,0,0,1,0,0,1,0,0,0,0
353,2087,405436,33,2754.895,2754.895,"Bangalore","Digital","10/04/2023 10:51",2023,10,4,10,51,0,0,0,1,0,0,1,0,0,0
354,2082,172737,36,8733.948,8733.948,"Delhi","Digital","01/07/2024 10:48",2024,1,7,10,48,0,1,0,0,1,0,0,1,0,0
355,2007,891200,18,11902.212,11902.212,"Ahmedabad","Digital","10/12/2023 22:10",2023,10,12,22,10,0,1,0,0,1,0,1,0,0,0
357,2020,262267,68,4044.87,4044.87,"Kolkata","Digital","03/20/2024 07:48",2024,3,20,7,48,0,0,0,1,0,0,1,0,0,0
358,2080,805087,39,9612.852,9612.852,"Bangalore","Digital","02/05/2024 18:52",2024,2,5,18,52,0,0,1,0,0,0,1,0,0,0
359,2086,973048,41,2288.165,2288.165,"Hyderabad","","11/05/2023 12:36",2023,11,5,12,36,0,0,0,0,0,0,0,0,0,0
360,2079,121627,60,5573.1,5573.1,"Surat","Digital","09/04/2023 13:44",2023,9,4,13,44,0,0,0,0,0,0,1,0,0,0
361,2069,540825,62,6038.086,6038.086,"Hyderabad","Digital","11/18/2023 14:10",2023,11,18,14,10,0,0,0,0,1,0,0,0,1,0
363,2024,812929,54,2112.935,2112.935,"Chennai","Digital","12/31/2023 18:44",2023,12,31,18,44,0,0,1,0,0,1,0,0,0,0
365,2088,359297,53,6038.086,6038.086,"Mumbai","POS","12/11/2023 06:55",2023,12,11,6,55,0,0,1,0,0,0,0,0,1,0
366,2011,170291,21,5564.55,5564.55,"Bangalore","Digital","11/27/2023 17:45",2023,11,27,17,45,0,0,0,0,1,0,0,0,0,1
367,2014,345963,53,102.03,102.03,"Chennai","POS","03/01/2024 15:07",2024,3,1,15,7,0,0,0,1,0,0,0,1,0,0
368,2058,997041,69,11432.79,11432.79,"Bangalore","POS","01/15/2024 05:19",2024,1,15,5,19,0,1,1,0,0,0,0,0,0,0
369,2025,475663,35,401.35,401.35,"Kolkata","Digital","01/27/2024 19:42",2024,1,27,19,42,0,0,1,0,0,0,1,0,0,0
370,2025,262577,67,11205.075,11205.075,"Pune","Digital","03/17/2024 01:06",2024,3,17,1,6,0,0,1,0,0,0,0,1,0,0
371,2046,668461,33,2477.616,2477.616,"Bangalore","Digital","09/11/2023 20:14",2023,9,11,20,14,0,0,1,0,0,0,1,0,0,0
372,2031,893855,58,11499.396,11499.396,"Mumbai","Digital","01/20/2024 12:00",2024,1,20,12,0,0,0,0,0,1,0,0,0,1,0
374,2015,526115,39,3963.564,3963.564,"Chennai","","10/15/2023 22:42",2023,10,15,22,42,0,0,1,0,0,0,0,0,1,0
375,2070,554435,19,2526.876,2526.876,"Mumbai","","09/22/2023 02:47",2023,9,22,2,47,0,0,0,0,1,0,0,1,0,0
377,2022,335219,53,15790.824,15790.824,"Surat","POS","12/10/2023 05:51",2023,12,10,5,51,0,0,0,1,0,1,0,0,0,0
378,2025,104956,61,10959.883,10959.883,"Pune","Digital","09/02/2023 08:19",2023,9,2,8,19,0,0,0,1,0,0,0,0,1,0
379,2084,169048,56,3714.68,3714.68,"Delhi","POS","11/10/2023 18:04",2023,11,10,18,4,0,1,1,0,0,1,0,0,0,0
380,2085,874041,64,4965.048,4965.048,"","Digital","10/30/2023 15:29",2023,10,30,15,29,0,0,0,0,1,0,0,0,1,0
381,2006,939076,43,8681.532,8681.532,"Ahmedabad","Digital","01/18/2024 07:39",2024,1,18,7,39,0,0,0,0,1,0,0,1,0,0
603,2013,640844,46,8867.65,8867.65,"Surat","Digital","01/04/2024 07:33",2024,1,4,7,33,0,0,0,0,1,0,1,0,0,0
383,2078,826533,43,10711.422,10711.422,"Kolkata","Digital","10/24/2023 02:06",2023,10,24,2,6,0,0,1,0,0,0,0,0,1,0
384,2006,779070,38,6038.086,6038.086,"Kolkata","POS","09/25/2023 20:14",2023,9,25,20,14,0,0,1,0,0,1,0,0,0,0
385,2008,695642,43,4571.149,4571.149,"Hyderabad","POS","03/24/2024 10:40",2024,3,24,10,40,0,1,0,1,0,0,1,0,0,0
386,2047,251508,43,8365.68,8365.68,"Delhi","POS","02/20/2024 16:02",2024,2,20,16,2,0,0,0,0,1,0,0,0,1,0
388,2058,125257,68,6214.91,6214.91,"Bangalore","","11/16/2023 22:47",2023,11,16,22,47,0,1,1,0,0,0,1,0,0,0
389,2086,268831,26,3945.876,3945.876,"Pune","POS","09/15/2023 14:34",2023,9,15,14,34,0,0,1,0,0,0,0,0,1,0
603,2092,572961,43,13121.229,13121.229,"Chennai","POS","03/31/2024 05:04",2024,3,31,5,4,0,0,0,0,1,0,0,0,1,0
391,2081,800613,31,975.26,975.26,"Mumbai","POS","03/24/2024 11:38",2024,3,24,11,38,0,0,0,0,1,0,0,0,0,1
392,2094,844685,66,5902.61,5902.61,"","Digital","03/01/2024 15:05",2024,3,1,15,5,0,0,0,1,0,1,0,0,0,0
393,2093,629505,54,8704.224,8704.224,"Hyderabad","Digital","02/13/2024 02:39",2024,2,13,2,39,0,1,0,0,1,0,1,0,0,0
394,2038,131440,19,7729.368,7729.368,"Pune","POS","03/23/2024 20:12",2024,3,23,20,12,0,0,1,0,0,0,0,0,0,0
395,2098,959406,69,6038.086,6038.086,"Chennai","Digital","02/12/2024 22:27",2024,2,12,22,27,0,0,0,1,0,0,0,1,0,0
396,2017,213581,65,6985.008,6985.008,"Hyderabad","POS","11/04/2023 15:26",2023,11,4,15,26,0,0,0,0,1,0,0,1,0,0
397,2058,308078,43,6764.124,6764.124,"Mumbai","POS","02/03/2024 17:43",2024,2,3,17,43,0,0,0,0,1,0,0,0,0,1
398,2016,551170,31,8442.855,8442.855,"Surat","Digital","10/04/2023 02:29",2023,10,4,2,29,0,1,0,0,1,0,0,0,1,0
400,2030,105287,43,7458.946,7458.946,"Surat","","02/08/2024 20:17",2024,2,8,20,17,0,0,1,0,0,0,1,0,0,0
401,2023,101299,56,6038.086,6038.086,"Chennai","Digital","01/29/2024 01:13",2024,1,29,1,13,0,0,0,0,1,0,0,0,0,1
402,2098,654973,64,4922.496,4922.496,"Surat","POS","02/11/2024 02:12",2024,2,11,2,12,0,0,1,0,0,0,1,0,0,0
403,2059,290199,68,8259.24,8259.24,"","Digital","10/20/2023 08:33",2023,10,20,8,33,0,1,1,0,0,1,0,0,0,0
404,2044,590079,37,5508.404,5508.404,"Ahmedabad","POS","12/05/2023 18:52",2023,12,5,18,52,0,0,1,0,0,0,0,0,1,0
405,2097,899383,19,6038.086,6038.086,"Ahmedabad","Digital","10/05/2023 16:06",2023,10,5,16,6,0,1,0,1,0,1,0,0,0,0
406,2047,850277,68,759.096,759.096,"Jaipur","POS","11/21/2023 11:14",2023,11,21,11,14,0,0,1,0,0,1,0,0,0,0
407,2036,438760,58,3375.67,3375.67,"Jaipur","Digital","12/21/2023 12:15",2023,12,21,12,15,0,0,0,0,1,0,1,0,0,0
408,2042,232219,36,9431.664,9431.664,"Surat","Digital","01/09/2024 13:58",2024,1,9,13,58,0,1,0,1,0,0,0,1,0,0
409,2039,756370,54,8509.716,8509.716,"Kolkata","POS","11/10/2023 10:37",2023,11,10,10,37,0,1,0,0,1,0,0,0,1,0
410,2089,311229,35,6038.086,6038.086,"Surat","Digital","02/02/2024 13:39",2024,2,2,13,39,0,0,1,0,0,0,1,0,0,0
411,2054,685364,33,7795.245,7795.245,"Surat","Digital","09/09/2023 01:18",2023,9,9,1,18,0,0,0,0,1,0,0,0,0,0
412,2086,798702,66,7973.964,7973.964,"Kolkata","POS","03/22/2024 00:53",2024,3,22,0,53,0,0,0,1,0,0,1,0,0,0
413,2038,554435,29,1517.15,1517.15,"Delhi","POS","12/04/2023 17:47",2023,12,4,17,47,0,1,0,1,0,0,0,0,0,1
414,2014,915091,46,3647.072,3647.072,"Pune","Digital","12/18/2023 12:37",2023,12,18,12,37,0,0,0,0,1,0,0,0,0,1
